product_id,sku,product_name,category,subcategory,unit_cost,unit_price,reorder_level,is_discontinued
744,SKU-APP-10244,Sportswear - Repellat Model 535,Apparel,Sportswear,3028.67,6141.59,75,False
745,SKU-HOM-10245,Furniture - Optio Model 771,Home & Kitchen,Furniture,3806.52,5138.19,83,False
746,SKU-HOM-10246,Home Decor - Unde Model 674,Home & Kitchen,Home Decor,971.23,1732.13,45,False
747,SKU-GRO-10247,Dairy Alternatives - Sapiente Model 608,Grocery & Gourmet,Dairy Alternatives,627.65,805.8,60,True
748,SKU-SPO-10248,Supplements - Temporibus Model 125,Sports & Fitness,Supplements,1567.16,2116.96,60,False
749,SKU-BEA-10249,Fragrances - Quibusdam Model 418,Beauty & Personal Care,Fragrances,995.47,1601.66,52,False
750,SKU-GRO-10250,Organic Foods - Eos Model 985,Grocery & Gourmet,Organic Foods,150.65,182.17,72,False
751,SKU-ELE-10251,Laptops - Molestias Model 635,Electronics,Laptops,18442.18,25845.26,82,False
752,SKU-ELE-10252,Smartwatches - Numquam Model 445,Electronics,Smartwatches,11715.06,14566.93,29,False
753,SKU-GRO-10253,Dairy Alternatives - Nostrum Model 374,Grocery & Gourmet,Dairy Alternatives,734.53,1068.74,98,False
754,SKU-SPO-10254,Cycling - Ad Model 767,Sports & Fitness,Cycling,6683.39,9295.64,40,False
755,SKU-GRO-10255,Baking Supplies - Optio Model 850,Grocery & Gourmet,Baking Supplies,636.74,923.61,20,False
756,SKU-BEA-10256,Oral Care - Ipsa Model 113,Beauty & Personal Care,Oral Care,228.81,372.34,30,False
757,SKU-ELE-10257,Laptops - Sunt Model 216,Electronics,Laptops,9282.86,13097.42,14,False
758,SKU-BEA-10258,Haircare - Consequuntur Model 243,Beauty & Personal Care,Haircare,1282.24,2596.01,80,False
759,SKU-ELE-10259,Audio & Headphones - Animi Model 837,Electronics,Audio & Headphones,5732.46,8304.75,96,False
760,SKU-HOM-10260,Bedding - Maxime Model 269,Home & Kitchen,Bedding,7143.97,11301.08,28,False
761,SKU-GRO-10261,Beverages - Repudiandae Model 480,Grocery & Gourmet,Beverages,971.26,1440.57,76,False
762,SKU-BEA-10262,Makeup - Esse Model 864,Beauty & Personal Care,Makeup,484.38,886.5,27,False
763,SKU-GRO-10263,Baking Supplies - Sed Model 253,Grocery & Gourmet,Baking Supplies,51.39,66.59,70,False
764,SKU-ELE-10264,Audio & Headphones - Fugit Model 196,Electronics,Audio & Headphones,31715.18,38368.4,78,False
765,SKU-ELE-10265,Smartphones - Veniam Model 168,Electronics,Smartphones,28311.29,37606.92,54,False
766,SKU-APP-10266,Kids' Fashion - Quidem Model 381,Apparel,Kids' Fashion,2256.55,4834.22,46,False
767,SKU-BEA-10267,Men's Grooming - Corporis Model 885,Beauty & Personal Care,Men's Grooming,1480.3,2764.13,61,False
768,SKU-SPO-10268,Team Sports - Ipsum Model 706,Sports & Fitness,Team Sports,7806.71,10470.08,29,False
769,SKU-APP-10269,Kids' Fashion - Ab Model 229,Apparel,Kids' Fashion,747.39,1383.36,76,False
770,SKU-BEA-10270,Fragrances - Hic Model 719,Beauty & Personal Care,Fragrances,1185.26,2789.39,45,True
771,SKU-GRO-10271,Dairy Alternatives - Eum Model 272,Grocery & Gourmet,Dairy Alternatives,815.46,1072.89,10,False
772,SKU-APP-10272,Men's Wear - Reiciendis Model 246,Apparel,Men's Wear,3263.98,6175.25,31,False
773,SKU-ELE-10273,Audio & Headphones - Aspernatur Model 240,Electronics,Audio & Headphones,3961.54,5708.39,75,False
774,SKU-BEA-10274,Oral Care - Ex Model 878,Beauty & Personal Care,Oral Care,985.64,1776.67,25,False
775,SKU-BEA-10275,Makeup - Laboriosam Model 463,Beauty & Personal Care,Makeup,1565.93,3454.82,49,False
776,SKU-HOM-10276,Bedding - Nostrum Model 319,Home & Kitchen,Bedding,856.05,1371.98,31,False
777,SKU-HOM-10277,Kitchen Storage - Alias Model 552,Home & Kitchen,Kitchen Storage,1357.35,2061.3,72,False
778,SKU-HOM-10278,Kitchen Storage - Deleniti Model 767,Home & Kitchen,Kitchen Storage,1181.86,2068.11,54,False
779,SKU-HOM-10279,Home Decor - Quia Model 534,Home & Kitchen,Home Decor,6223.27,9166.85,37,False
780,SKU-APP-10280,Footwear - Magnam Model 110,Apparel,Footwear,1403.59,3012.88,35,False
781,SKU-SPO-10281,Yoga & Pilates - Quod Model 196,Sports & Fitness,Yoga & Pilates,365.69,508.19,57,False
782,SKU-SPO-10282,Gym Equipment - Suscipit Model 381,Sports & Fitness,Gym Equipment,7399.26,9360.71,92,False
783,SKU-ELE-10283,Accessories - Nemo Model 158,Electronics,Accessories,31839.77,39234.63,83,False
784,SKU-GRO-10284,Baking Supplies - Sit Model 602,Grocery & Gourmet,Baking Supplies,1196.79,1641.14,32,False
785,SKU-GRO-10285,Dairy Alternatives - Suscipit Model 129,Grocery & Gourmet,Dairy Alternatives,976.62,1136.17,88,False
786,SKU-APP-10286,Winter Wear - Molestiae Model 234,Apparel,Winter Wear,2616.26,5485.59,20,False
787,SKU-ELE-10287,Smartphones - Nisi Model 421,Electronics,Smartphones,20230.32,27577.51,22,False
788,SKU-HOM-10288,Small Appliances - Accusantium Model 440,Home & Kitchen,Small Appliances,5327.07,8889.42,96,False
789,SKU-HOM-10289,Kitchen Storage - Sit Model 839,Home & Kitchen,Kitchen Storage,1561.4,2799.8,56,False
790,SKU-GRO-10290,Baking Supplies - Nihil Model 162,Grocery & Gourmet,Baking Supplies,523.0,723.68,18,False
791,SKU-SPO-10291,Yoga & Pilates - Error Model 554,Sports & Fitness,Yoga & Pilates,8828.8,11369.6,15,False
792,SKU-APP-10292,Winter Wear - Magnam Model 864,Apparel,Winter Wear,1843.31,2835.7,10,False
793,SKU-SPO-10293,Outdoor Recreation - Inventore Model 956,Sports & Fitness,Outdoor Recreation,1677.26,2448.49,99,False
794,SKU-BEA-10294,Skincare - Veritatis Model 847,Beauty & Personal Care,Skincare,303.22,482.29,21,False
795,SKU-SPO-10295,Supplements - Omnis Model 907,Sports & Fitness,Supplements,11599.46,18501.43,11,False
796,SKU-HOM-10296,Home Decor - Mollitia Model 352,Home & Kitchen,Home Decor,879.88,1462.48,49,False
797,SKU-GRO-10297,Beverages - Ad Model 417,Grocery & Gourmet,Beverages,906.99,1277.35,16,False
798,SKU-HOM-10298,Small Appliances - Placeat Model 523,Home & Kitchen,Small Appliances,2411.97,3816.99,38,False
799,SKU-HOM-10299,Small Appliances - Itaque Model 814,Home & Kitchen,Small Appliances,1622.62,2348.69,66,False
800,SKU-BEA-10300,Fragrances - Beatae Model 757,Beauty & Personal Care,Fragrances,1191.1,2202.18,76,False
