order_id,customer_id,store_id,order_date,order_status,shipping_amount,discount_total,payment_status
52752,2294.0,11,2024-04-29,Completed,0.0,0.0,Success
52753,2958.0,19,2024-09-11,Completed,0.0,1592.01,Success
52754,1024.0,1,2025-02-05,Completed,0.0,0.0,Success
52755,1882.0,6,2025-08-20,Completed,0.0,688.12,Success
52756,1524.0,14,2024-01-29,Processing,0.0,34.98,Success
52757,1121.0,1,2022-08-05,Shipped,0.0,1391.58,Success
52758,2745.0,5,2023-12-16,Completed,0.0,255.47,Success
52759,2306.0,18,2025-07-08,Cancelled,0.0,1474.65,Cancelled
52760,2604.0,11,2023-04-11,Completed,0.0,0.0,Success
52761,2974.0,12,2026-03-09,Completed,0.0,0.0,Success
52762,1728.0,1,2025-02-20,Returned,0.0,160.07,Refunded
52763,1964.0,1,2023-10-08,Completed,0.0,295.69,Success
52764,1239.0,1,2024-05-31,Completed,0.0,0.0,Success
52765,1231.0,6,2026-05-26,Completed,0.0,0.0,Success
52766,2349.0,1,2023-06-06,Shipped,0.0,0.0,Success
52767,1613.0,18,2024-10-04,Completed,0.0,654.44,Success
52768,2136.0,1,2022-08-21,Completed,0.0,2621.35,Success
52769,2642.0,8,2025-08-27,Completed,0.0,0.0,Success
52770,1792.0,1,2024-04-17,Processing,0.0,315.22,Success
52771,2157.0,1,2024-08-17,Processing,0.0,24.53,Success
52772,2385.0,16,2023-10-23,Completed,0.0,52.23,Success
52773,2560.0,3,2025-03-01,Completed,0.0,429.16,Success
52774,2764.0,1,2022-01-31,Returned,0.0,0.0,Refunded
52775,2152.0,18,2023-08-16,Completed,0.0,1209.6,Success
52776,2325.0,1,2022-02-05,Completed,0.0,255.47,Success
52777,1051.0,16,2025-04-25,Cancelled,0.0,270.88,Cancelled
52778,1335.0,8,2023-01-04,Shipped,0.0,1228.32,Success
52779,2549.0,1,2025-10-17,Processing,0.0,381.53,Success
52780,2918.0,1,2025-11-04,Completed,99.0,35.68,Success
52781,2945.0,8,2024-11-04,Completed,0.0,571.51,Success
52782,1549.0,1,2023-05-02,Completed,99.0,0.0,Success
52783,1093.0,1,2022-06-04,Completed,99.0,0.0,Success
52784,2466.0,1,2024-06-14,Shipped,99.0,63.28,Success
52785,1782.0,18,2022-12-16,Completed,0.0,68.16,Success
52786,1705.0,1,2023-07-29,Processing,0.0,0.0,Success
52787,2849.0,19,2023-02-02,Completed,0.0,0.0,Success
52788,1825.0,1,2025-07-28,Shipped,0.0,0.0,Success
52789,1093.0,1,2025-01-25,Completed,0.0,805.72,Success
52790,2085.0,20,2025-10-20,Shipped,0.0,53.37,Success
52791,1577.0,1,2024-04-03,Shipped,0.0,0.0,Success
52792,1538.0,12,2022-03-11,Cancelled,0.0,109.64,Cancelled
52793,2512.0,1,2026-03-05,Returned,0.0,0.0,Refunded
52794,2613.0,13,2023-07-22,Completed,0.0,0.0,Success
52795,2995.0,3,2022-07-16,Completed,0.0,1842.48,Success
52796,1999.0,15,2026-05-19,Completed,0.0,437.08,Success
52797,1070.0,19,2022-06-30,Completed,0.0,0.0,Success
52798,1149.0,18,2024-08-27,Shipped,0.0,0.0,Success
52799,1967.0,1,2025-11-16,Completed,0.0,0.0,Success
52800,1356.0,7,2025-10-02,Completed,0.0,1720.97,Success
52801,2140.0,17,2026-06-12,Completed,0.0,0.0,Success
52802,2216.0,1,2026-05-05,Completed,0.0,318.04,Success
52803,2048.0,3,2025-10-22,Completed,0.0,0.0,Success
52804,2021.0,7,2022-05-13,Completed,0.0,0.0,Success
52805,2739.0,1,2022-01-02,Completed,0.0,0.0,Success
52806,1584.0,7,2023-09-22,Completed,0.0,0.0,Success
52807,2439.0,1,2023-03-30,Shipped,0.0,0.0,Success
52808,2996.0,13,2025-06-05,Processing,0.0,0.0,Success
52809,1153.0,12,2025-04-30,Completed,0.0,514.88,Success
52810,2600.0,1,2024-11-04,Completed,99.0,40.29,Success
52811,2153.0,1,2025-06-02,Completed,99.0,0.0,Success
52812,2648.0,6,2025-11-30,Completed,0.0,930.65,Success
52813,2269.0,17,2024-02-12,Completed,0.0,0.0,Success
52814,2312.0,1,2022-09-04,Returned,0.0,0.0,Refunded
52815,1427.0,14,2025-04-21,Completed,0.0,720.28,Success
52816,1439.0,6,2022-07-04,Completed,0.0,0.0,Success
52817,1654.0,16,2022-02-01,Completed,0.0,11027.78,Success
52818,,1,2022-12-07,Completed,0.0,0.0,Success
52819,1775.0,1,2022-11-01,Completed,0.0,3317.4,Success
52820,1884.0,18,2022-08-27,Completed,0.0,0.0,Success
52821,2415.0,17,2024-03-03,Processing,0.0,0.0,Success
52822,2246.0,12,2024-06-10,Completed,0.0,556.89,Success
52823,2404.0,1,2024-08-12,Shipped,0.0,283.2,Success
52824,1912.0,1,2022-08-04,Completed,0.0,911.04,Success
52825,2521.0,17,2023-03-03,Processing,0.0,930.26,Success
52826,2741.0,12,2023-11-08,Processing,0.0,381.53,Success
52827,1269.0,19,2022-04-28,Completed,0.0,6120.52,Success
52828,2430.0,1,2025-10-26,Completed,0.0,6164.45,Success
52829,2474.0,19,2023-07-10,Processing,0.0,0.0,Success
52830,1673.0,14,2025-04-08,Returned,0.0,438.96,Refunded
52831,2147.0,18,2024-12-18,Completed,0.0,0.0,Success
52832,2037.0,9,2025-04-09,Completed,0.0,725.13,Success
52833,2528.0,12,2025-06-30,Completed,0.0,0.0,Success
52834,1939.0,1,2022-10-10,Completed,0.0,0.0,Success
52835,1685.0,1,2025-08-22,Completed,0.0,9494.88,Success
52836,2252.0,1,2023-06-02,Completed,99.0,142.71,Success
52837,1644.0,3,2025-05-10,Completed,0.0,32.01,Success
52838,1984.0,5,2026-01-13,Completed,0.0,28.97,Success
52839,2644.0,9,2022-12-22,Returned,0.0,1474.82,Refunded
52840,2581.0,1,2025-10-17,Shipped,0.0,247.77,Success
52841,1827.0,18,2026-06-18,Completed,0.0,88.83,Success
52842,1621.0,11,2025-06-13,Completed,0.0,0.0,Success
52843,1997.0,4,2026-05-12,Completed,0.0,4834.14,Success
52844,2331.0,1,2022-07-31,Completed,0.0,0.0,Success
52845,2088.0,9,2023-06-06,Cancelled,0.0,1799.54,Cancelled
52846,2759.0,3,2022-02-23,Completed,0.0,0.0,Success
52847,2900.0,1,2022-12-13,Processing,0.0,0.0,Success
52848,2952.0,1,2023-10-04,Completed,0.0,0.0,Success
52849,1855.0,20,2022-07-10,Completed,0.0,71.36,Success
52850,2741.0,1,2023-05-10,Completed,0.0,0.0,Success
52851,2693.0,12,2022-12-25,Processing,0.0,1623.83,Success
52852,1504.0,11,2025-07-31,Completed,0.0,842.21,Success
52853,2559.0,13,2023-07-29,Shipped,0.0,0.0,Success
52854,2788.0,9,2026-03-24,Completed,0.0,0.0,Success
52855,1431.0,15,2023-03-11,Completed,0.0,1439.6,Success
52856,1005.0,6,2024-11-12,Completed,0.0,2928.3,Success
52857,1181.0,6,2026-02-14,Completed,0.0,0.0,Success
52858,2553.0,1,2023-10-08,Shipped,99.0,0.0,Success
52859,2356.0,10,2024-06-01,Completed,0.0,159.77,Success
52860,1647.0,7,2024-02-15,Completed,0.0,4136.34,Success
52861,2914.0,18,2024-08-25,Completed,0.0,0.0,Success
52862,2555.0,1,2026-02-06,Shipped,0.0,0.0,Success
52863,1052.0,17,2025-10-27,Completed,0.0,11363.19,Success
52864,1707.0,13,2024-06-25,Completed,0.0,8.08,Success
52865,1147.0,1,2025-10-28,Completed,0.0,2150.32,Success
52866,1913.0,6,2022-01-25,Completed,0.0,0.0,Success
52867,2756.0,14,2024-12-06,Completed,0.0,157.83,Success
52868,1321.0,4,2024-12-30,Shipped,0.0,0.0,Success
52869,1271.0,1,2023-12-01,Processing,0.0,32.23,Success
52870,1427.0,8,2025-07-19,Completed,0.0,1141.68,Success
52871,1344.0,1,2023-09-03,Completed,0.0,0.0,Success
52872,2176.0,5,2025-01-13,Completed,0.0,0.0,Success
52873,2395.0,20,2022-05-28,Shipped,0.0,128.91,Success
52874,1861.0,1,2022-05-16,Returned,99.0,0.0,Refunded
52875,1751.0,1,2025-12-06,Shipped,0.0,0.0,Success
52876,1366.0,1,2022-11-21,Returned,0.0,160.18,Refunded
52877,2756.0,11,2022-07-17,Completed,0.0,0.0,Success
52878,1576.0,5,2022-03-20,Completed,0.0,0.0,Success
52879,2113.0,1,2022-05-03,Completed,0.0,1504.95,Success
52880,2505.0,1,2024-03-11,Completed,0.0,0.0,Success
52881,1462.0,15,2023-04-06,Completed,0.0,3739.08,Success
52882,2002.0,19,2022-06-20,Processing,0.0,234.87,Success
52883,2282.0,1,2024-09-16,Completed,0.0,1467.33,Success
52884,1542.0,17,2022-02-20,Completed,0.0,1763.41,Success
52885,1415.0,15,2026-05-08,Completed,0.0,810.16,Success
52886,1395.0,16,2023-12-16,Completed,0.0,2022.4,Success
52887,2773.0,1,2026-04-20,Cancelled,0.0,573.19,Cancelled
52888,1624.0,12,2023-04-20,Completed,0.0,10559.07,Success
52889,2870.0,2,2022-06-24,Completed,0.0,1264.44,Success
52890,1596.0,5,2023-04-27,Completed,0.0,0.0,Success
52891,1354.0,1,2024-06-28,Cancelled,0.0,2023.83,Cancelled
52892,1070.0,1,2022-11-26,Returned,0.0,796.24,Refunded
52893,2979.0,1,2024-06-19,Shipped,0.0,129.43,Success
52894,1690.0,12,2024-05-07,Completed,0.0,362.54,Success
52895,2648.0,14,2026-05-04,Completed,0.0,383.2,Success
52896,1380.0,7,2026-04-14,Completed,0.0,536.55,Success
52897,2988.0,18,2024-12-31,Completed,0.0,153.95,Success
52898,2883.0,13,2023-05-25,Completed,0.0,0.0,Success
52899,1194.0,15,2024-10-02,Shipped,0.0,0.0,Success
52900,1412.0,1,2024-12-17,Completed,0.0,105.85,Success
52901,2196.0,16,2022-08-02,Completed,0.0,0.0,Success
52902,1317.0,2,2024-06-16,Completed,0.0,0.0,Success
52903,1268.0,11,2025-02-21,Cancelled,0.0,0.0,Cancelled
52904,2521.0,1,2024-08-15,Completed,0.0,399.02,Success
52905,2214.0,1,2024-09-03,Completed,99.0,17.41,Success
52906,1609.0,1,2025-08-08,Completed,0.0,0.0,Success
52907,2079.0,19,2024-09-19,Completed,0.0,0.0,Success
52908,1512.0,1,2024-07-23,Completed,99.0,65.22,Success
52909,2305.0,18,2026-05-20,Completed,0.0,64.45,Success
52910,1244.0,3,2022-02-01,Completed,0.0,338.05,Success
52911,2186.0,10,2022-03-08,Completed,0.0,0.0,Success
52912,2817.0,1,2022-12-13,Processing,0.0,4070.81,Success
52913,1276.0,5,2022-05-31,Completed,0.0,7753.58,Success
52914,2028.0,20,2023-02-03,Processing,0.0,0.0,Success
52915,2346.0,1,2026-06-13,Shipped,0.0,1729.68,Success
52916,2534.0,1,2022-11-13,Completed,99.0,0.0,Success
52917,1654.0,7,2022-09-23,Completed,0.0,2428.09,Success
52918,2130.0,6,2022-01-15,Completed,0.0,0.0,Success
52919,2991.0,3,2024-12-08,Shipped,0.0,614.32,Success
52920,2843.0,14,2025-03-15,Shipped,0.0,4668.04,Success
52921,2595.0,11,2022-09-17,Completed,0.0,666.68,Success
52922,2683.0,19,2025-09-18,Completed,0.0,0.0,Success
52923,2441.0,17,2023-02-15,Completed,0.0,975.94,Success
52924,1744.0,16,2024-10-29,Completed,0.0,7713.44,Success
52925,1055.0,2,2025-02-10,Completed,0.0,0.0,Success
52926,,11,2022-04-27,Returned,0.0,4667.97,Refunded
52927,2398.0,13,2022-07-16,Completed,0.0,190.53,Success
52928,2098.0,13,2023-07-08,Completed,0.0,0.0,Success
52929,2867.0,14,2024-03-25,Completed,0.0,487.72,Success
52930,1729.0,5,2022-02-12,Completed,0.0,253.31,Success
52931,2025.0,1,2025-11-09,Completed,0.0,0.0,Success
52932,1228.0,1,2023-03-09,Completed,0.0,95.96,Success
52933,2608.0,5,2022-03-18,Completed,0.0,1546.49,Success
52934,1589.0,7,2024-09-19,Completed,0.0,0.0,Success
52935,1271.0,11,2025-05-20,Completed,0.0,725.43,Success
52936,2578.0,11,2024-10-31,Completed,0.0,0.0,Success
52937,1648.0,14,2025-02-28,Completed,0.0,676.1,Success
52938,2587.0,10,2023-01-19,Cancelled,0.0,236.74,Cancelled
52939,2561.0,3,2024-10-22,Completed,0.0,2934.66,Success
52940,1460.0,1,2022-04-21,Completed,0.0,0.0,Success
52941,1586.0,4,2024-11-09,Completed,0.0,4866.59,Success
52942,1073.0,1,2026-03-07,Completed,0.0,0.0,Success
52943,2096.0,10,2024-01-16,Completed,0.0,0.0,Success
52944,2363.0,1,2025-08-19,Completed,0.0,2734.1,Success
52945,1166.0,6,2022-08-10,Shipped,0.0,607.58,Success
52946,2700.0,1,2025-07-01,Returned,0.0,552.83,Refunded
52947,2986.0,10,2026-05-08,Completed,0.0,1880.35,Success
52948,2435.0,18,2025-09-24,Completed,0.0,0.0,Success
52949,2106.0,1,2022-06-16,Shipped,99.0,0.0,Success
52950,2715.0,8,2022-03-16,Completed,0.0,0.0,Success
52951,1759.0,1,2024-09-30,Completed,0.0,0.0,Success
52952,1753.0,7,2024-06-23,Completed,0.0,0.0,Success
52953,2057.0,1,2022-03-13,Completed,99.0,0.0,Success
52954,1714.0,8,2023-09-21,Completed,0.0,0.0,Success
52955,2976.0,13,2023-08-15,Completed,0.0,38664.71,Success
52956,1258.0,6,2024-04-23,Completed,0.0,0.0,Success
52957,2849.0,19,2022-09-23,Completed,0.0,1215.5,Success
52958,1476.0,16,2023-07-15,Completed,0.0,270.64,Success
52959,2988.0,19,2023-05-19,Shipped,0.0,864.09,Success
52960,2121.0,11,2024-10-11,Completed,0.0,326.09,Success
52961,2389.0,10,2026-01-29,Completed,0.0,699.68,Success
52962,2891.0,6,2022-03-31,Completed,0.0,690.96,Success
52963,1684.0,1,2024-08-21,Completed,0.0,382.25,Success
52964,2666.0,17,2022-04-04,Shipped,0.0,366.04,Success
52965,1549.0,1,2024-10-04,Completed,0.0,3555.77,Success
52966,1449.0,1,2024-01-03,Completed,0.0,0.0,Success
52967,1899.0,1,2026-06-07,Completed,0.0,1450.17,Success
52968,2075.0,1,2025-07-01,Returned,0.0,107.0,Refunded
52969,2718.0,3,2026-05-21,Completed,0.0,260.55,Success
52970,2460.0,1,2023-02-18,Completed,0.0,0.0,Success
52971,1132.0,8,2022-03-18,Processing,0.0,1061.34,Success
52972,1302.0,16,2022-11-12,Completed,0.0,0.0,Success
52973,2877.0,20,2022-09-05,Completed,0.0,60.18,Success
52974,1589.0,1,2022-11-01,Completed,0.0,0.0,Success
52975,2079.0,19,2022-12-17,Completed,0.0,85.85,Success
52976,1478.0,1,2026-04-04,Completed,0.0,3646.51,Success
52977,2206.0,1,2026-02-17,Completed,99.0,0.0,Success
52978,2980.0,18,2025-05-05,Processing,0.0,0.0,Success
52979,2131.0,1,2025-08-07,Completed,0.0,0.0,Success
52980,1250.0,12,2023-11-16,Completed,0.0,206.55,Success
52981,2117.0,8,2025-12-20,Completed,0.0,0.0,Success
52982,2939.0,6,2022-05-12,Completed,0.0,1681.57,Success
52983,1457.0,1,2026-01-16,Shipped,99.0,0.0,Success
52984,1058.0,3,2024-09-20,Completed,0.0,0.0,Success
52985,2661.0,2,2024-06-25,Completed,0.0,1705.82,Success
52986,1850.0,18,2025-11-22,Returned,0.0,0.0,Refunded
52987,2903.0,17,2023-03-01,Shipped,0.0,117.43,Success
52988,2652.0,18,2022-02-14,Completed,0.0,0.0,Success
52989,1461.0,1,2025-11-30,Completed,99.0,0.0,Success
52990,1893.0,9,2023-09-14,Completed,0.0,41.98,Success
52991,2522.0,9,2023-07-05,Completed,0.0,1215.5,Success
52992,2730.0,19,2025-09-14,Completed,0.0,0.0,Success
52993,2448.0,1,2025-07-05,Completed,0.0,369.11,Success
52994,1841.0,1,2023-09-14,Returned,0.0,851.63,Refunded
52995,2610.0,10,2025-03-12,Processing,0.0,4401.98,Success
52996,1049.0,4,2023-07-09,Processing,0.0,567.75,Success
52997,2855.0,17,2026-04-19,Returned,0.0,1097.59,Refunded
52998,1390.0,15,2022-03-30,Completed,0.0,296.57,Success
52999,2872.0,17,2024-01-18,Completed,0.0,3283.42,Success
53000,1781.0,1,2022-12-01,Completed,99.0,30.36,Success
53001,2499.0,1,2022-03-17,Completed,99.0,0.0,Success
53002,2312.0,1,2022-09-21,Completed,0.0,80.58,Success
53003,1112.0,10,2026-05-15,Shipped,0.0,279.66,Success
53004,2168.0,1,2022-03-05,Completed,0.0,504.47,Success
53005,2375.0,16,2025-11-03,Returned,0.0,0.0,Refunded
53006,2491.0,7,2024-07-22,Completed,0.0,0.0,Success
53007,1238.0,1,2023-06-27,Completed,0.0,0.0,Success
53008,1545.0,12,2024-07-26,Completed,0.0,173.02,Success
53009,1163.0,18,2024-06-08,Completed,0.0,0.0,Success
53010,2326.0,16,2023-10-29,Completed,0.0,0.0,Success
53011,2740.0,12,2024-10-14,Completed,0.0,403.73,Success
53012,1616.0,18,2025-01-28,Completed,0.0,0.0,Success
53013,1080.0,1,2022-01-31,Cancelled,0.0,3700.29,Cancelled
53014,1121.0,1,2025-05-03,Completed,0.0,0.0,Success
53015,2623.0,10,2024-11-23,Completed,0.0,2217.22,Success
53016,1678.0,15,2022-11-01,Completed,0.0,0.0,Success
53017,2281.0,9,2024-03-17,Processing,0.0,435.24,Success
53018,2678.0,1,2022-02-09,Shipped,0.0,0.0,Success
53019,1940.0,6,2022-01-24,Completed,0.0,71.77,Success
53020,2423.0,16,2023-03-25,Completed,0.0,465.78,Success
53021,1336.0,1,2024-07-02,Processing,0.0,623.9,Success
53022,2975.0,1,2023-07-09,Completed,0.0,0.0,Success
53023,2938.0,20,2024-03-11,Processing,0.0,0.0,Success
53024,2648.0,1,2025-04-09,Completed,0.0,321.43,Success
53025,2282.0,9,2024-01-09,Completed,0.0,1660.95,Success
53026,2639.0,1,2025-03-21,Shipped,0.0,622.01,Success
53027,2984.0,1,2024-03-28,Completed,0.0,1245.71,Success
53028,2797.0,7,2024-04-25,Completed,0.0,553.89,Success
53029,1907.0,1,2025-11-25,Completed,0.0,0.0,Success
53030,2368.0,14,2023-07-26,Completed,0.0,0.0,Success
53031,2321.0,19,2022-09-28,Processing,0.0,0.0,Success
53032,1437.0,4,2023-08-20,Completed,0.0,0.0,Success
53033,1417.0,14,2023-10-28,Cancelled,0.0,0.0,Cancelled
53034,1425.0,6,2022-07-02,Processing,0.0,1352.21,Success
53035,1312.0,16,2023-06-11,Cancelled,0.0,0.0,Cancelled
53036,2803.0,3,2023-10-02,Completed,0.0,7301.35,Success
53037,1154.0,4,2025-08-17,Completed,0.0,249.12,Success
53038,2484.0,2,2026-03-08,Processing,0.0,0.0,Success
53039,1650.0,2,2024-11-04,Shipped,0.0,109.64,Success
53040,1173.0,14,2023-09-15,Completed,0.0,4867.57,Success
53041,2580.0,10,2022-03-17,Completed,0.0,6.66,Success
53042,1447.0,10,2023-01-04,Shipped,0.0,0.0,Success
53043,2101.0,19,2023-12-02,Completed,0.0,1719.71,Success
53044,,20,2022-11-23,Completed,0.0,6761.56,Success
53045,2814.0,9,2024-10-25,Completed,0.0,0.0,Success
53046,1676.0,1,2025-07-31,Cancelled,0.0,0.0,Cancelled
53047,2529.0,1,2024-03-09,Completed,0.0,0.0,Success
53048,1090.0,1,2025-12-27,Completed,99.0,0.0,Success
53049,1158.0,1,2023-02-17,Completed,0.0,1074.29,Success
53050,2426.0,6,2024-05-20,Cancelled,0.0,82.03,Cancelled
53051,2905.0,20,2023-10-15,Completed,0.0,79.51,Success
53052,2067.0,1,2025-08-25,Completed,0.0,201.96,Success
53053,2644.0,1,2024-11-07,Completed,0.0,0.0,Success
53054,2991.0,13,2024-09-18,Shipped,0.0,2274.42,Success
53055,1174.0,20,2026-04-15,Processing,0.0,3214.14,Success
53056,1542.0,10,2024-05-03,Completed,0.0,124.56,Success
53057,2525.0,6,2023-02-20,Completed,0.0,0.0,Success
53058,2372.0,1,2022-06-26,Completed,0.0,534.37,Success
53059,1845.0,11,2026-06-07,Completed,0.0,0.0,Success
53060,1275.0,1,2024-08-22,Shipped,0.0,0.0,Success
53061,1014.0,14,2024-12-24,Completed,0.0,87.36,Success
53062,1371.0,8,2025-09-29,Completed,0.0,151.14,Success
53063,2690.0,1,2023-04-25,Shipped,0.0,0.0,Success
53064,1612.0,10,2022-12-14,Completed,0.0,0.0,Success
53065,1533.0,6,2024-03-25,Completed,0.0,3751.74,Success
53066,1559.0,16,2024-11-13,Completed,0.0,157.83,Success
53067,2412.0,11,2026-01-08,Completed,0.0,0.0,Success
53068,1320.0,9,2026-04-25,Completed,0.0,515.27,Success
53069,2105.0,12,2024-03-31,Completed,0.0,0.0,Success
53070,2931.0,7,2023-12-01,Processing,0.0,31.31,Success
53071,2910.0,5,2022-06-25,Completed,0.0,0.0,Success
53072,2415.0,16,2024-03-25,Completed,0.0,396.82,Success
53073,1983.0,17,2024-03-16,Completed,0.0,2998.53,Success
53074,2012.0,3,2025-02-04,Completed,0.0,83.96,Success
53075,1549.0,6,2025-03-14,Completed,0.0,178.22,Success
53076,2030.0,1,2022-02-23,Shipped,99.0,0.0,Success
53077,1552.0,1,2023-08-09,Completed,0.0,0.0,Success
53078,1173.0,4,2026-05-21,Completed,0.0,0.0,Success
53079,2241.0,1,2022-08-28,Completed,0.0,3256.65,Success
53080,1502.0,1,2026-02-19,Shipped,0.0,482.08,Success
53081,2170.0,14,2026-03-30,Completed,0.0,0.0,Success
53082,2092.0,11,2022-09-15,Completed,0.0,0.0,Success
53083,1628.0,2,2023-01-31,Shipped,0.0,3844.92,Success
53084,2839.0,8,2022-08-28,Completed,0.0,1293.86,Success
53085,1396.0,8,2025-07-21,Completed,0.0,166.67,Success
53086,1359.0,1,2023-06-22,Returned,0.0,829.35,Refunded
53087,2512.0,1,2024-09-10,Completed,0.0,0.0,Success
53088,2213.0,9,2023-01-29,Completed,0.0,2218.89,Success
53089,1873.0,1,2025-02-18,Returned,99.0,142.67,Refunded
53090,2490.0,20,2022-03-05,Completed,0.0,2208.63,Success
53091,2808.0,1,2023-12-06,Completed,0.0,798.04,Success
53092,2507.0,20,2025-05-06,Completed,0.0,15397.7,Success
53093,2846.0,8,2022-02-25,Processing,0.0,2511.54,Success
53094,1547.0,17,2024-10-06,Completed,0.0,352.3,Success
53095,1686.0,1,2025-07-15,Returned,0.0,302.29,Refunded
53096,2520.0,16,2025-08-17,Returned,0.0,0.0,Refunded
53097,2400.0,3,2026-02-08,Completed,0.0,2170.93,Success
53098,1165.0,18,2025-03-04,Completed,0.0,0.0,Success
53099,2187.0,1,2024-03-22,Shipped,0.0,98.3,Success
53100,1318.0,1,2024-11-05,Cancelled,0.0,0.0,Cancelled
53101,2242.0,1,2025-04-23,Completed,0.0,8357.82,Success
53102,1106.0,2,2025-02-04,Shipped,0.0,0.0,Success
53103,1517.0,6,2025-02-02,Completed,0.0,0.0,Success
53104,2893.0,1,2023-10-17,Completed,0.0,1061.34,Success
53105,2013.0,17,2022-01-05,Completed,0.0,2982.27,Success
53106,2579.0,19,2022-10-04,Completed,0.0,565.05,Success
53107,2811.0,1,2025-03-17,Completed,0.0,0.0,Success
53108,1319.0,11,2026-01-07,Shipped,0.0,419.97,Success
53109,1221.0,6,2024-06-02,Completed,0.0,0.0,Success
53110,2441.0,1,2024-04-11,Shipped,0.0,1325.51,Success
53111,1132.0,1,2023-03-01,Completed,0.0,542.61,Success
53112,1952.0,18,2023-01-18,Completed,0.0,0.0,Success
53113,2643.0,6,2026-03-16,Completed,0.0,8141.62,Success
53114,1702.0,13,2024-01-23,Completed,0.0,0.0,Success
53115,2434.0,6,2023-01-14,Completed,0.0,2142.13,Success
53116,1689.0,1,2023-10-01,Completed,0.0,0.0,Success
53117,1407.0,1,2023-09-18,Completed,0.0,1792.05,Success
53118,1644.0,14,2025-08-31,Completed,0.0,1209.65,Success
53119,1596.0,2,2026-04-10,Processing,0.0,0.0,Success
53120,2741.0,1,2022-02-02,Completed,0.0,0.0,Success
53121,1172.0,1,2024-08-10,Completed,0.0,171.72,Success
53122,1049.0,19,2022-09-17,Completed,0.0,419.97,Success
53123,1922.0,12,2023-12-21,Completed,0.0,4925.12,Success
53124,2276.0,2,2022-12-10,Shipped,0.0,0.0,Success
53125,2769.0,1,2023-10-06,Completed,0.0,3980.22,Success
53126,2909.0,8,2023-04-03,Completed,0.0,0.0,Success
53127,2946.0,1,2024-04-11,Shipped,0.0,9371.08,Success
53128,1230.0,9,2024-12-15,Shipped,0.0,0.0,Success
53129,2871.0,1,2022-08-29,Completed,0.0,0.0,Success
53130,1431.0,3,2022-12-31,Shipped,0.0,288.11,Success
53131,2518.0,8,2023-02-27,Completed,0.0,92.36,Success
53132,2997.0,15,2024-10-16,Completed,0.0,4443.05,Success
53133,1349.0,1,2023-04-19,Completed,0.0,0.0,Success
53134,2074.0,1,2022-05-19,Completed,0.0,0.0,Success
53135,1598.0,2,2022-09-14,Completed,0.0,5439.77,Success
53136,2699.0,15,2024-11-30,Completed,0.0,0.0,Success
53137,1687.0,1,2026-04-21,Processing,0.0,311.47,Success
53138,1943.0,9,2026-01-12,Completed,0.0,732.58,Success
53139,1310.0,5,2023-12-21,Completed,0.0,0.0,Success
53140,2415.0,1,2022-04-18,Completed,99.0,137.7,Success
53141,1592.0,10,2023-12-29,Completed,0.0,0.0,Success
53142,1443.0,4,2022-11-13,Completed,0.0,0.0,Success
53143,1008.0,3,2025-03-15,Completed,0.0,60.66,Success
53144,2484.0,1,2024-08-02,Completed,0.0,0.0,Success
53145,2505.0,8,2024-03-09,Shipped,0.0,2930.32,Success
53146,1720.0,1,2024-03-23,Completed,0.0,8606.78,Success
53147,1502.0,19,2022-07-17,Processing,0.0,495.29,Success
53148,2624.0,1,2025-03-26,Completed,0.0,0.0,Success
53149,2632.0,1,2022-12-31,Completed,0.0,0.0,Success
53150,2909.0,5,2022-12-11,Completed,0.0,0.0,Success
53151,2108.0,13,2022-03-09,Completed,0.0,18742.17,Success
53152,2338.0,2,2025-11-08,Cancelled,0.0,0.0,Cancelled
53153,1091.0,1,2026-06-18,Completed,99.0,0.0,Success
53154,2249.0,3,2023-05-28,Completed,0.0,156.75,Success
53155,1812.0,12,2024-01-21,Completed,0.0,0.0,Success
53156,1961.0,1,2022-09-05,Processing,0.0,0.0,Success
53157,1072.0,1,2025-10-02,Completed,0.0,1547.1,Success
53158,1602.0,1,2026-03-13,Completed,0.0,0.0,Success
53159,1847.0,14,2022-12-11,Completed,0.0,0.0,Success
53160,2581.0,1,2024-03-24,Completed,0.0,0.0,Success
53161,1482.0,1,2023-01-17,Completed,0.0,0.0,Success
53162,1690.0,1,2023-12-13,Completed,0.0,319.53,Success
53163,2223.0,1,2022-10-13,Shipped,0.0,0.0,Success
53164,2131.0,4,2026-06-08,Processing,0.0,1029.76,Success
53165,1887.0,1,2025-04-13,Completed,0.0,0.0,Success
53166,2048.0,1,2025-07-25,Completed,0.0,0.0,Success
53167,1688.0,1,2022-02-21,Completed,0.0,160.17,Success
53168,1074.0,1,2023-03-31,Completed,99.0,0.0,Success
53169,1921.0,15,2024-10-18,Processing,0.0,202.24,Success
53170,2031.0,9,2025-03-14,Completed,0.0,0.0,Success
53171,2493.0,14,2024-03-20,Shipped,0.0,2735.38,Success
53172,1708.0,9,2022-08-03,Completed,0.0,108.26,Success
53173,2483.0,1,2022-02-09,Completed,0.0,1821.31,Success
53174,2698.0,1,2024-09-18,Completed,0.0,672.59,Success
53175,2456.0,12,2023-01-03,Completed,0.0,0.0,Success
53176,2592.0,1,2025-06-20,Processing,0.0,287.87,Success
53177,1198.0,1,2025-09-24,Completed,0.0,773.99,Success
53178,2191.0,4,2026-01-17,Completed,0.0,0.0,Success
53179,2966.0,5,2025-10-25,Completed,0.0,0.0,Success
